Language learnability experiment																
Logfile written - 08/06/2019 11:10:15																
Participant ID: 067																
Language: B3																
Computer: 5																
																
Round	Task	Trial	Target	Shape	Angle	Distr1	Distr2	Distr3	Distr4	Distr5	Distr6	Distr7	SelectedItem	Correct	Input	Producer
1	Exposure	1	9	2	45											67
1	Exposure	2	26	4	270											67
1	Exposure	3	5	1	300											67
1	Exposure	4	25	4	45											67
1	Exposure	5	17	3	315											67
1	Exposure	6	13	2	180											67
1	Exposure	7	4	1	90											67
1	Exposure	8	15	3	60											67
1	Exposure	9	8	2	120											67
1	Exposure	10	6	1	360											67
1	Exposure	11	21	3	240											67
1	Exposure	12	24	4	210											67
1	Exposure	1	15	3	60											67
1	Exposure	2	17	3	315											67
1	Exposure	3	26	4	270											67
1	Exposure	4	21	3	240											67
1	Exposure	5	24	4	210											67
1	Exposure	6	8	2	120											67
1	Exposure	7	9	2	45											67
1	Exposure	8	25	4	45											67
1	Exposure	9	6	1	360											67
1	Exposure	10	13	2	180											67
1	Exposure	11	5	1	300											67
1	Exposure	12	4	1	90											67
1	Guessing	1	9	2	45	4	26	21					9	1		67
1	Guessing	2	15	3	60	17	6	26					15	1		67
1	Guessing	3	21	3	240	6	25	5					21	1		67
1	Guessing	4	13	2	180	5	24	15					13	1		67
1	Guessing	5	4	1	90	9	5	8					4	1		67
1	Guessing	6	8	2	120	17	6	21					21	0		67
1	Guessing	7	6	1	360	24	9	8					6	1		67
1	Guessing	8	17	3	315	6	26	15					17	1		67
1	Guessing	9	25	4	45	5	26	8					25	1		67
1	Guessing	10	24	4	210	9	5	6					24	1		67
1	Guessing	11	26	4	270	21	5	25					26	1		67
1	Guessing	12	5	1	300	8	9	4					5	1		67
1	Guessing	1	9	2	45	26	25	21					9	1		67
1	Guessing	2	15	3	60	8	24	26					15	1		67
1	Guessing	3	25	4	45	5	9	26					25	1		67
1	Guessing	4	13	2	180	6	24	15					13	1		67
1	Guessing	5	8	2	120	17	15	26					8	1		67
1	Guessing	6	6	1	360	8	13	26					6	1		67
1	Guessing	7	4	1	90	15	5	6					4	1		67
1	Guessing	8	26	4	270	25	15	6					26	1		67
1	Guessing	9	24	4	210	13	5	17					24	1		67
1	Guessing	10	21	3	240	5	15	9					21	1		67
1	Guessing	11	17	3	315	26	24	9					9	0		67
1	Guessing	12	5	1	300	24	8	17					5	1		67
1	Production	1	13	2	180									1	pnuunaaa	67
1	Production	2	17	3	315									1	koemetuk	67
1	Production	3	9	2	45									0	kome	67
1	Production	4	15	3	60									0	koemeko	67
1	Production	5	5	1	300									1	mometuk	67
1	Production	6	24	4	210									1	woesiok	67
1	Production	7	6	1	360									0	mometkh	67
1	Production	8	8	2	120									0	koemtuk	67
1	Production	9	4	1	90									1	mometki	67
1	Production	10	25	4	45									1	woesiko	67
1	Production	11	26	4	270									1	woesiik	67
1	Production	12	21	3	240									0	koemaaa	67
1	Production	1	15	3	60									1	kome	67
1	Production	2	24	4	210									0	woesikaaa	67
1	Production	3	25	4	45									1	woesiko	67
1	Production	4	21	3	240									1	koemetuk	67
1	Production	5	17	3	315									0	koemeko	67
1	Production	6	4	1	90									1	mometki	67
1	Production	7	13	2	180									1	pnuunaaa	67
1	Production	8	9	2	45									0	kome	67
1	Production	9	26	4	270									1	woesiik	67
1	Production	10	5	1	300									1	mometuk	67
1	Production	11	8	2	120									0	kome	67
1	Production	12	6	1	360									0	mometki	67
2	Exposure	1	23	4	135											67
2	Exposure	2	28	4	330											67
2	Exposure	3	7	1	240											67
2	Exposure	4	14	2	330											67
2	Exposure	5	10	2	225											67
2	Exposure	6	1	1	150											67
2	Exposure	7	22	4	90											67
2	Exposure	8	16	3	180											67
2	Exposure	9	3	1	210											67
2	Exposure	10	2	1	30											67
2	Exposure	11	11	2	300											67
2	Exposure	1	1	1	150											67
2	Exposure	2	28	4	330											67
2	Exposure	3	2	1	30											67
2	Exposure	4	14	2	330											67
2	Exposure	5	22	4	90											67
2	Exposure	6	10	2	225											67
2	Exposure	7	3	1	210											67
2	Exposure	8	23	4	135											67
2	Exposure	9	7	1	240											67
2	Exposure	10	16	3	180											67
2	Exposure	11	11	2	300											67
2	Guessing	1	22	4	90	23	11	14					22	1		67
2	Guessing	2	7	1	240	1	2	3					7	1		67
2	Guessing	3	10	2	225	23	22	3					10	1		67
2	Guessing	4	23	4	135	14	22	1					23	1		67
2	Guessing	5	3	1	210	10	22	28					3	1		67
2	Guessing	6	2	1	30	11	10	1					1	0		67
2	Guessing	7	14	2	330	3	7	2					14	1		67
2	Guessing	8	28	4	330	7	11	10					28	1		67
2	Guessing	9	1	1	150	11	28	3					3	0		67
2	Guessing	10	11	2	300	23	7	1					11	1		67
2	Guessing	11	16	3	180	2	7	28					16	1		67
2	Guessing	1	1	1	150	22	23	2					2	0		67
2	Guessing	2	3	1	210	11	16	22					3	1		67
2	Guessing	3	28	4	330	22	16	10					28	1		67
2	Guessing	4	7	1	240	10	3	14					7	1		67
2	Guessing	5	2	1	30	14	16	28					2	1		67
2	Guessing	6	16	3	180	14	7	2					16	1		67
2	Guessing	7	10	2	225	2	3	22					10	1		67
2	Guessing	8	22	4	90	23	3	28					22	1		67
2	Guessing	9	11	2	300	7	23	14					11	1		67
2	Guessing	10	14	2	330	2	10	28					14	1		67
2	Guessing	11	23	4	135	11	1	2					23	1		67
2	Production	1	28	4	330									0	woesiuk	67
2	Production	2	7	1	240									1	mometko	67
2	Production	3	16	3	180									1	oe	67
2	Production	4	3	1	210									1	mometfe	67
2	Production	5	22	4	90									0	woesiko	67
2	Production	6	10	2	225									1	pnuunok	67
2	Production	7	14	2	330									1	pnuunuk	67
2	Production	8	11	2	300									1	pnuunku	67
2	Production	9	2	1	30									1	mometko	67
2	Production	10	23	4	135									0	woesiko	67
2	Production	11	1	1	150									0	mometku	67
2	Production	1	14	2	330									1	pnuunuk	67
2	Production	2	11	2	300									1	pnuunku	67
2	Production	3	7	1	240									1	mometko	67
2	Production	4	10	2	225									1	pnuunok	67
