Language learnability experiment
Logfile written - 05/09/2019 14:27:09
Participant ID: 024
Language: S5
Computer: 5

Round	Task	Trial	Target	Shape	Angle	Distr1	Distr2	Distr3	Distr4	Distr5	Distr6	Distr7	SelectedItem	Correct	Input	Producer
1	Exposure	1	8	2	120											024
1	Exposure	2	15	3	60											024
1	Exposure	3	22	4	90											024
1	Exposure	4	21	3	240											024
1	Exposure	5	26	4	270											024
1	Exposure	6	3	1	210											024
1	Exposure	7	9	2	45											024
1	Exposure	8	6	1	360											024
1	Exposure	9	13	2	180											024
1	Exposure	10	5	1	300											024
1	Exposure	11	24	4	210											024
1	Exposure	12	17	3	315											024
1	Exposure	1	22	4	90											024
1	Exposure	2	9	2	45											024
1	Exposure	3	5	1	300											024
1	Exposure	4	17	3	315											024
1	Exposure	5	8	2	120											024
1	Exposure	6	15	3	60											024
1	Exposure	7	13	2	180											024
1	Exposure	8	3	1	210											024
1	Exposure	9	21	3	240											024
1	Exposure	10	6	1	360											024
1	Exposure	11	24	4	210											024
1	Exposure	12	26	4	270											024
1	Guessing	1	6	1	360	17	5	21					6	1		024
1	Guessing	2	8	2	120	24	13	17					13	0		024
1	Guessing	3	15	3	60	5	22	17					17	0		024
1	Guessing	4	5	1	300	9	26	15					5	1		024
1	Guessing	5	21	3	240	8	15	17					17	0		024
1	Guessing	6	13	2	180	9	8	3					9	0		024
1	Guessing	7	26	4	270	21	13	22					26	1		024
1	Guessing	8	24	4	210	22	15	9					24	1		024
1	Guessing	9	3	1	210	22	8	26					22	0		024
1	Guessing	10	17	3	315	6	5	8					17	1		024
1	Guessing	11	22	4	90	21	26	24					22	1		024
1	Guessing	12	9	2	45	17	15	8					8	0		024
1	Guessing	1	9	2	45	21	3	26					9	1		024
1	Guessing	2	13	2	180	3	21	15					21	0		024
1	Guessing	3	26	4	270	3	13	5					26	1		024
1	Guessing	4	6	1	360	15	26	8					6	1		024
1	Guessing	5	15	3	60	6	13	3					15	1		024
1	Guessing	6	21	3	240	24	13	3					21	1		024
1	Guessing	7	8	2	120	15	13	3					13	0		024
1	Guessing	8	24	4	210	13	8	22					24	1		024
1	Guessing	9	17	3	315	21	3	24					17	1		024
1	Guessing	10	22	4	90	17	5	24					22	1		024
1	Guessing	11	3	1	210	17	21	22					22	0		024
