Language learnability experiment																
Logfile written - 09/02/2019 13:51:39																
Participant ID: 083																
Language: S3																
Computer: 5																
																
Round	Task	Trial	Target	Shape	Angle	Distr1	Distr2	Distr3	Distr4	Distr5	Distr6	Distr7	SelectedItem	Correct	Input	Producer
1	Exposure	1	21	3	270											83
1	Exposure	2	18	3	180											83
1	Exposure	3	3	1	360											83
1	Exposure	4	5	1	60											83
1	Exposure	5	16	3	135											83
1	Exposure	6	9	2	90											83
1	Exposure	7	7	1	315											83
1	Exposure	8	28	4	30											83
1	Exposure	9	25	4	120											83
1	Exposure	10	10	2	210											83
1	Exposure	11	26	4	225											83
1	Exposure	12	13	2	330											83
1	Exposure	1	9	2	90											83
1	Exposure	2	3	1	360											83
1	Exposure	3	5	1	60											83
1	Exposure	4	7	1	315											83
1	Exposure	5	21	3	270											83
1	Exposure	6	13	2	330											83
1	Exposure	7	25	4	120											83
1	Exposure	8	18	3	180											83
1	Exposure	9	26	4	225											83
1	Exposure	10	28	4	30											83
1	Exposure	11	16	3	135											83
1	Exposure	12	10	2	210											83
1	Guessing	1	18	3	180	10	9	26					18	1		83
1	Guessing	2	5	1	60	10	16	28					5	1		83
1	Guessing	3	9	2	90	7	26	3					9	1		83
1	Guessing	4	16	3	135	25	7	21					21	0		83
1	Guessing	5	7	1	315	16	18	10					7	1		83
1	Guessing	6	21	3	270	28	9	25					21	1		83
1	Guessing	7	25	4	120	26	18	13					25	1		83
1	Guessing	8	3	1	360	9	5	7					3	1		83
1	Guessing	9	13	2	330	7	5	3					13	1		83
1	Guessing	10	26	4	225	3	16	13					26	1		83
1	Guessing	11	10	2	210	13	16	21					13	0		83
1	Guessing	12	28	4	30	10	18	9					28	1		83
1	Guessing	1	3	1	360	26	16	5					3	1		83
1	Guessing	2	7	1	315	13	3	5					5	0		83
1	Guessing	3	26	4	225	25	16	10					26	1		83
1	Guessing	4	16	3	135	3	21	5					16	1		83
1	Guessing	5	25	4	120	5	7	18					25	1		83
1	Guessing	6	10	2	210	25	16	26					10	1		83
1	Guessing	7	28	4	30	7	18	3					28	1		83
1	Guessing	8	21	3	270	3	26	18					21	1		83
1	Guessing	9	13	2	330	26	7	25					13	1		83
1	Guessing	10	9	2	90	25	13	26					9	1		83
1	Guessing	11	5	1	60	3	18	13					5	1		83
1	Guessing	12	18	3	180	13	10	26					18	1		83
1	Production	1	26	4	225									0	fuoto-o-o	83
1	Production	2	3	1	360									1	fewen	83
1	Production	3	13	2	330									0	asko-o-o-o	83
1	Production	4	5	1	60									1	fewee	83
1	Production	5	28	4	30									1	fuoto-o-o-o	83
1	Production	6	25	4	120									0	fuotii	83
1	Production	7	9	2	90									1	askii	83
1	Production	8	18	3	180									1	powii	83
1	Production	9	16	3	135									1	powoo	83
1	Production	10	7	1	315									0	fewii	83
1	Production	11	21	3	270									1	powwoo	83
1	Production	12	10	2	210									0	asko-o-o	83
1	Production	1	10	2	210									1	askoa	83
1	Production	2	16	3	135									0	powii	83
1	Production	3	21	3	270									1	powwoo	83
1	Production	4	7	1	315									1	fewoo	83
1	Production	5	9	2	90									1	askii	83
1	Production	6	3	1	360									1	fewen	83
1	Production	7	25	4	120									0	fuotii	83
1	Production	8	13	2	330									1	asko-o-o	83
1	Production	9	28	4	30									0	fuotto-o-o-o	83
1	Production	10	26	4	225									0	fuotto	83
1	Production	11	5	1	60									1	fewee	83
1	Production	12	18	3	180									1	powii	83
2	Exposure	1	11	2	45											83
2	Exposure	2	20	3	315											83
2	Exposure	3	4	1	210											83
2	Exposure	4	1	1	150											83
2	Exposure	5	19	3	240											83
2	Exposure	6	6	1	240											83
2	Exposure	7	15	3	45											83
2	Exposure	8	14	2	180											83
2	Exposure	9	23	4	300											83
2	Exposure	10	12	2	135											83
2	Exposure	11	8	2	270											83
2	Exposure	1	14	2	180											83
2	Exposure	2	8	2	270											83
2	Exposure	3	20	3	315											83
2	Exposure	4	4	1	210											83
2	Exposure	5	12	2	135											83
2	Exposure	6	11	2	45											83
2	Exposure	7	15	3	45											83
2	Exposure	8	6	1	240											83
2	Exposure	9	1	1	150											83
2	Exposure	10	19	3	240											83
2	Exposure	11	23	4	300											83
2	Guessing	1	1	1	150	12	6	20					1	1		83
2	Guessing	2	20	3	315	8	15	4					20	1		83
2	Guessing	3	19	3	240	11	14	6					19	1		83
2	Guessing	4	23	4	300	1	15	8					23	1		83
2	Guessing	5	4	1	210	1	12	20					4	1		83
2	Guessing	6	14	2	180	23	19	1					14	1		83
2	Guessing	7	12	2	135	15	4	6					12	1		83
2	Guessing	8	6	1	240	20	12	8					6	1		83
2	Guessing	9	15	3	45	6	14	4					15	1		83
