Language learnability experiment																
Logfile written - 05/16/2019 16:49:23																
Participant ID: 042																
Language: S3																
Computer: 5																
																
Round	Task	Trial	Target	Shape	Angle	Distr1	Distr2	Distr3	Distr4	Distr5	Distr6	Distr7	SelectedItem	Correct	Input	Producer
1	Exposure	1	5	1	60											42
1	Exposure	2	18	3	180											42
1	Exposure	3	16	3	135											42
1	Exposure	4	28	4	30											42
1	Exposure	5	3	1	360											42
1	Exposure	6	10	2	210											42
1	Exposure	7	21	3	270											42
1	Exposure	8	9	2	90											42
1	Exposure	9	7	1	315											42
1	Exposure	10	25	4	120											42
1	Exposure	11	26	4	225											42
1	Exposure	12	13	2	330											42
1	Exposure	1	3	1	360											42
1	Exposure	2	5	1	60											42
1	Exposure	3	21	3	270											42
1	Exposure	4	18	3	180											42
1	Exposure	5	10	2	210											42
1	Exposure	6	7	1	315											42
1	Exposure	7	13	2	330											42
1	Exposure	8	28	4	30											42
1	Exposure	9	16	3	135											42
1	Exposure	10	9	2	90											42
1	Exposure	11	25	4	120											42
1	Exposure	12	26	4	225											42
1	Guessing	1	13	2	330	26	18	28					13	1		42
1	Guessing	2	18	3	180	5	16	25					18	1		42
1	Guessing	3	3	1	360	13	18	7					3	1		42
1	Guessing	4	16	3	135	25	26	5					16	1		42
1	Guessing	5	28	4	30	10	21	9					28	1		42
1	Guessing	6	9	2	90	13	18	21					9	1		42
1	Guessing	7	21	3	270	5	10	13					21	1		42
1	Guessing	8	5	1	60	21	28	10					5	1		42
1	Guessing	9	25	4	120	28	13	18					25	1		42
1	Guessing	10	7	1	315	13	21	16					21	0		42
1	Guessing	11	26	4	225	7	16	13					26	1		42
1	Guessing	12	10	2	210	5	7	26					10	1		42
1	Guessing	1	7	1	315	5	13	28					7	1		42
1	Guessing	2	28	4	30	13	25	16					25	0		42
1	Guessing	3	16	3	135	5	3	7					16	1		42
1	Guessing	4	26	4	225	9	7	18					26	1		42
1	Guessing	5	13	2	330	26	18	21					26	0		42
1	Guessing	6	5	1	60	7	13	26					5	1		42
1	Guessing	7	25	4	120	3	7	10					25	1		42
1	Guessing	8	18	3	180	10	21	7					18	1		42
1	Guessing	9	21	3	270	9	3	28					21	1		42
1	Guessing	10	10	2	210	5	25	7					10	1		42
1	Guessing	11	9	2	90	7	18	25					9	1		42
1	Guessing	12	3	1	360	26	10	5					3	1		42
1	Production	1	16	3	135									0	powii	42
1	Production	2	18	3	180									0	powwi	42
1	Production	3	5	1	60									1	fewee	42
1	Production	4	9	2	90									0	askoa	42
1	Production	5	28	4	30									1	fuoto-o-o-o	42
1	Production	6	25	4	120									0	fuotii	42
1	Production	7	26	4	225									0	askuo	42
1	Production	8	10	2	210									0	askuo	42
1	Production	9	13	2	330									0	askuo	42
1	Production	10	7	1	315									0	fewwee	42
1	Production	11	21	3	270									0	powwi	42
1	Production	12	3	1	360									1	fewen	42
1	Production	1	5	1	60									1	fewee	42
1	Production	2	10	2	210									1	askoa	42
1	Production	3	25	4	120									0	fuoto-o-o	42
1	Production	4	3	1	360									1	fewen	42
1	Production	5	9	2	90									0	askuo-o-o	42
1	Production	6	21	3	270									0	powii	42
1	Production	7	13	2	330									0	askoa	42
1	Production	8	7	1	315									0	fewee	42
1	Production	9	18	3	180									1	powii	42
1	Production	10	16	3	135									0	powwoo	42
1	Production	11	26	4	225									0	fuoto-o-o	42
1	Production	12	28	4	30									1	fuoto-o-o-o	42
2	Exposure	1	6	1	240											42
2	Exposure	2	14	2	180											42
2	Exposure	3	11	2	45											42
2	Exposure	4	20	3	315											42
2	Exposure	5	15	3	45											42
2	Exposure	6	12	2	135											42
2	Exposure	7	19	3	240											42
2	Exposure	8	1	1	150											42
2	Exposure	9	23	4	300											42
2	Exposure	10	8	2	270											42
2	Exposure	11	4	1	210											42
2	Exposure	1	15	3	45											42
2	Exposure	2	14	2	180											42
2	Exposure	3	4	1	210											42
2	Exposure	4	19	3	240											42
2	Exposure	5	1	1	150											42
2	Exposure	6	11	2	45											42
2	Exposure	7	8	2	270											42
2	Exposure	8	23	4	300											42
2	Exposure	9	12	2	135											42
2	Exposure	10	6	1	240											42
2	Exposure	11	20	3	315											42
